online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Yes,No,3.7 /5,18,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Dine-out
Yes,No,2.9 /5,37,Basaveshwara Nagar,Cafe,"Cafe, Fast Food",900,Dine-out
No,No,3.6 /5,23,Basaveshwara Nagar,"Casual Dining, Bar","Continental, Chinese, North Indian, Finger Food","1,200",Dine-out
Yes,No,3.6 /5,74,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese, Seafood, South Indian",450,Dine-out
No,No,3.1 /5,61,Basaveshwara Nagar,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out
No,No,,0,Basaveshwara Nagar,Casual Dining,"South Indian, North Indian, Chinese",650,Dine-out
No,No,3.5 /5,49,Basaveshwara Nagar,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",250,Dine-out
Yes,No,3.8 /5,373,Basaveshwara Nagar,Quick Bites,"Burger, Fast Food",400,Dine-out
No,No,4.0 /5,407,Basaveshwara Nagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,Dine-out
No,No,3.9 /5,66,Basaveshwara Nagar,Quick Bites,South Indian,300,Dine-out
Yes,No,3.8 /5,75,Basaveshwara Nagar,Quick Bites,South Indian,200,Dine-out
Yes,No,2.9 /5,136,Basaveshwara Nagar,Quick Bites,"Burger, Fast Food",500,Dine-out
No,No,3.7 /5,43,Basaveshwara Nagar,Quick Bites,South Indian,150,Dine-out
Yes,No,3.8 /5,65,Basaveshwara Nagar,Quick Bites,"Chinese, North Indian, South Indian",200,Dine-out
No,No,3.2 /5,46,Basaveshwara Nagar,Quick Bites,"North Indian, Chinese, Seafood",350,Dine-out
Yes,No,3.5 /5,40,Basaveshwara Nagar,Quick Bites,"Chinese, North Indian, South Indian",500,Dine-out
Yes,No,,0,Basaveshwara Nagar,Quick Bites,Fast Food,150,Dine-out
Yes,No,3.6 /5,42,Basaveshwara Nagar,Quick Bites,"Chinese, North Indian, South Indian",300,Dine-out
No,No,3.5 /5,7,Basaveshwara Nagar,Quick Bites,Street Food,100,Dine-out
No,No,3.2 /5,11,Basaveshwara Nagar,Quick Bites,Biryani,300,Dine-out
Yes,No,,0,Basaveshwara Nagar,Quick Bites,South Indian,100,Dine-out
No,No,3.9 /5,57,Basaveshwara Nagar,Quick Bites,Desserts,600,Dine-out
No,No,NEW,0,Basaveshwara Nagar,Quick Bites,Fast Food,300,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,Biryani,300,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"Fast Food, Beverages",200,Dine-out
Yes,No,3.4 /5,77,Basaveshwara Nagar,Quick Bites,Biryani,400,Dine-out
Yes,No,,0,Basaveshwara Nagar,Quick Bites,South Indian,200,Dine-out
Yes,No,3.2 /5,7,Basaveshwara Nagar,Quick Bites,"Biryani, Kebab",400,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"Street Food, Beverages",150,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,Biryani,250,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,Biryani,250,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"Biryani, Kebab, South Indian",200,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,Fast Food,250,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"Biryani, Kebab",300,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out
Yes,No,3.5 /5,9,Basaveshwara Nagar,Quick Bites,"Fast Food, Sandwich",200,Dine-out
No,No,3.8 /5,51,Basaveshwara Nagar,Quick Bites,Fast Food,200,Dine-out
No,No,3.0 /5,12,Basaveshwara Nagar,Quick Bites,South Indian,200,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"Biryani, Fast Food",400,Dine-out
No,No,3.3 /5,4,Basaveshwara Nagar,Quick Bites,Biryani,200,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,Biryani,250,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"Fast Food, Beverages",150,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,South Indian,300,Dine-out
No,No,,0,Basaveshwara Nagar,Quick Bites,"South Indian, Chinese",200,Dine-out
No,No,3.2 /5,4,Basaveshwara Nagar,Quick Bites,Biryani,300,Dine-out
No,No,3.2 /5,4,Basaveshwara Nagar,Quick Bites,"South Indian, Chinese",150,Dine-out
Yes,No,3.7 /5,162,Basaveshwara Nagar,Quick Bites,"North Indian, Chinese",400,Dine-out
No,Yes,4.1 /5,4781,Malleshwaram,"Lounge, Casual Dining","Japanese, Thai, Chinese, Korean","2,600",Dine-out
Yes,Yes,4.9 /5,1985,Malleshwaram,Casual Dining,"North Indian, Mughlai","2,000",Dine-out
No,No,4.3 /5,2324,Malleshwaram,Microbrewery,"German, European, Pizza, American, North Indian, Chinese","1,800",Dine-out
No,Yes,4.3 /5,968,Malleshwaram,Fine Dining,"North Indian, Continental","2,000",Dine-out
No,Yes,4.5 /5,420,Race Course Road,Casual Dining,"North Indian, Continental","1,200",Dine-out
No,Yes,4.8 /5,1367,Malleshwaram,Casual Dining,BBQ,"1,300",Dine-out
No,Yes,4.2 /5,566,Malleshwaram,Fine Dining,"Lebanese, Mediterranean, Afghan","2,500",Dine-out
Yes,Yes,4.5 /5,1157,Malleshwaram,Casual Dining,Chinese,"1,700",Dine-out
Yes,Yes,4.8 /5,6470,Malleshwaram,"Casual Dining, Bar","American, Tex-Mex, Burger, BBQ, Mexican","1,400",Dine-out
Yes,Yes,4.0 /5,610,Malleshwaram,Casual Dining,North Indian,"1,000",Dine-out
Yes,No,4.5 /5,789,Malleshwaram,Casual Dining,"Vietnamese, Thai, Burmese, Japanese","1,000",Dine-out
Yes,Yes,4.3 /5,1103,Malleshwaram,Casual Dining,"Italian, Salad, Mediterranean","1,500",Dine-out
Yes,No,4.2 /5,1734,Malleshwaram,Pub,"Chinese, Continental, North Indian","1,400",Dine-out
No,No,4.1 /5,218,Malleshwaram,Casual Dining,"Biryani, Hyderabadi, Chinese",800,Dine-out
Yes,No,4.8 /5,4421,Malleshwaram,Quick Bites,South Indian,150,Dine-out
No,No,4.0 /5,777,Malleshwaram,Lounge,"Italian, American, North Indian","1,400",Dine-out
No,Yes,4.2 /5,167,Race Course Road,"Bar, Casual Dining",Continental,"1,400",Dine-out
Yes,Yes,4.2 /5,471,Malleshwaram,"Casual Dining, Bar","North Indian, Mangalorean, Seafood","1,200",Dine-out
Yes,No,4.1 /5,317,Malleshwaram,Casual Dining,"Portuguese, Wraps, Burger, Salad","1,200",Dine-out
Yes,No,4.1 /5,274,Malleshwaram,Cafe,"Cafe, Continental, Italian",600,Dine-out
Yes,No,4.1 /5,80,Malleshwaram,Cafe,Cafe,500,Dine-out
No,No,4.2 /5,493,Malleshwaram,Casual Dining,"North Indian, Mughlai","1,500",Dine-out
No,Yes,4.3 /5,1145,Malleshwaram,Casual Dining,"North Indian, South Indian","1,100",Dine-out
No,No,4.1 /5,742,Malleshwaram,Pub,"Finger Food, North Indian, Italian","1,500",Dine-out
No,Yes,4.1 /5,405,Malleshwaram,Lounge,"Continental, North Indian","1,500",Dine-out
Yes,No,4.0 /5,1196,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out
Yes,Yes,4.1 /5,664,Malleshwaram,"Bar, Casual Dining","Finger Food, Continental, Chinese","1,100",Dine-out
Yes,No,3.8 /5,324,Malleshwaram,Casual Dining,"North Indian, Chinese, Beverages",650,Dine-out
No,Yes,4.0 /5,569,Malleshwaram,Casual Dining,"North Indian, South Indian","1,000",Dine-out
Yes,No,4.2 /5,290,Malleshwaram,"Cafe, Dessert Parlor","Desserts, Cafe, Continental",700,Dine-out
Yes,No,4.2 /5,506,Malleshwaram,Cafe,"Cafe, North Indian, Street Food",500,Dine-out
Yes,No,4.2 /5,128,Malleshwaram,Quick Bites,South Indian,100,Dine-out
No,No,3.8 /5,32,Malleshwaram,Cafe,Cafe,600,Dine-out
No,No,3.6 /5,10,Malleshwaram,Casual Dining,"Biryani, North Indian",400,Dine-out
No,No,3.9 /5,117,Malleshwaram,Casual Dining,"Chinese, North Indian",500,Dine-out
Yes,No,4.1 /5,444,Malleshwaram,Casual Dining,"Chinese, Asian, American, Seafood",600,Dine-out
No,No,4.2 /5,613,Malleshwaram,Casual Dining,"Chinese, North Indian, South Indian, Street Food, Fast Food",500,Dine-out
No,No,4.3 /5,356,Malleshwaram,Quick Bites,"South Indian, Beverages",300,Dine-out
No,Yes,3.7 /5,96,Malleshwaram,Bar,"Finger Food, Chinese, North Indian","1,100",Dine-out
Yes,No,3.9 /5,358,Vijay Nagar,Casual Dining,"North Indian, South Indian, Chinese",850,Dine-out
No,Yes,4.2 /5,246,Malleshwaram,Fine Dining,"Italian, European, Mediterranean","2,500",Dine-out
Yes,No,4.2 /5,144,Malleshwaram,Quick Bites,"South Indian, Hyderabadi",250,Dine-out
No,No,3.8 /5,128,Vijay Nagar,Casual Dining,"North Indian, Chinese, Continental",600,Dine-out
No,No,4.1 /5,1189,Malleshwaram,Casual Dining,"European, French, Salad","1,500",Dine-out
Yes,No,4.1 /5,327,Malleshwaram,Mess,South Indian,150,Dine-out
Yes,No,3.8 /5,36,Magadi Road,Casual Dining,"North Indian, South Indian, Chinese, Mexican",700,Dine-out
No,No,4.0 /5,151,Seshadripuram,Casual Dining,"North Indian, South Indian, Fast Food, Chinese",700,Dine-out
Yes,Yes,4.2 /5,167,Malleshwaram,Casual Dining,"North Indian, Sindhi, Seafood","1,100",Dine-out
No,No,3.8 /5,76,Malleshwaram,Quick Bites,South Indian,200,Dine-out
Yes,No,3.9 /5,81,Malleshwaram,Casual Dining,"South Indian, North Indian, Seafood, Chinese",600,Dine-out
Yes,No,3.8 /5,136,Malleshwaram,Casual Dining,"North Indian, South Indian, Chinese, Street Food, Beverages",450,Dine-out
Yes,No,4.0 /5,344,Malleshwaram,Quick Bites,"Chinese, North Indian, Street Food",350,Dine-out
No,No,4.1 /5,62,Seshadripuram,Casual Dining,"North Indian, South Indian, Chinese",450,Dine-out
No,No,4.2 /5,600,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out
No,No,4.1 /5,750,Malleshwaram,Quick Bites,South Indian,150,Dine-out
No,No,3.9 /5,40,Malleshwaram,Quick Bites,"Seafood, Chinese, North Indian, South Indian",400,Dine-out
Yes,No,3.8 /5,86,Malleshwaram,Casual Dining,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",600,Dine-out
Yes,No,4.0 /5,152,Seshadripuram,Casual Dining,North Indian,600,Dine-out
Yes,No,4.3 /5,85,Seshadripuram,Quick Bites,South Indian,200,Dine-out
Yes,No,3.9 /5,66,Malleshwaram,Quick Bites,"South Indian, Fast Food",150,Dine-out
No,No,4.0 /5,212,Malleshwaram,Quick Bites,North Indian,250,Dine-out
Yes,No,3.5 /5,250,Malleshwaram,Quick Bites,"North Indian, Chinese, Fast Food",300,Dine-out
No,No,2.9 /5,86,Malleshwaram,Casual Dining,"Chinese, North Indian",450,Dine-out
No,No,3.9 /5,61,Malleshwaram,Quick Bites,"Fast Food, Street Food",200,Dine-out
Yes,No,4.0 /5,173,Malleshwaram,Quick Bites,"South Indian, Seafood",300,Dine-out
No,No,4.2 /5,124,Malleshwaram,Food Court,"Mexican, Fast Food",400,Dine-out
Yes,No,3.8 /5,21,Malleshwaram,Casual Dining,"Fast Food, North Indian",400,Dine-out
No,No,4.2 /5,62,Malleshwaram,Quick Bites,"South Indian, Mangalorean",350,Dine-out
Yes,No,3.8 /5,220,Vijay Nagar,Quick Bites,"Mangalorean, South Indian, North Indian",400,Dine-out
No,No,3.5 /5,17,Malleshwaram,"Beverage Shop, Quick Bites","Beverages, Rolls",300,Dine-out
No,No,NEW,0,West Bangalore,Food Truck,Biryani,200,Dine-out
No,Yes,3.7 /5,77,Malleshwaram,"Bar, Casual Dining",Continental,"2,000",Dine-out
Yes,No,3.9 /5,35,Malleshwaram,Quick Bites,South Indian,300,Dine-out
Yes,No,3.9 /5,462,Malleshwaram,Quick Bites,"Chinese, Fast Food, Momos",200,Dine-out
Yes,No,3.6 /5,7,Vijay Nagar,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out
Yes,No,3.6 /5,41,Vijay Nagar,Quick Bites,"North Indian, Street Food, Pizza",400,Dine-out
Yes,No,3.2 /5,9,Malleshwaram,Quick Bites,Pizza,300,Dine-out
No,Yes,3.8 /5,59,Magadi Road,Casual Dining,"North Indian, South Indian, Chinese",700,Dine-out
Yes,No,3.4 /5,5,Malleshwaram,Quick Bites,"Chinese, Momos",150,Dine-out
Yes,No,3.9 /5,441,Vijay Nagar,Quick Bites,"North Indian, Chinese, Biryani, Rolls",250,Dine-out
Yes,No,3.8 /5,93,Vijay Nagar,Quick Bites,South Indian,350,Dine-out
Yes,No,3.9 /5,284,Malleshwaram,Food Court,"Tibetan, Momos",400,Dine-out
No,No,3.1 /5,116,Malleshwaram,Food Court,"North Indian, Street Food",600,Dine-out
Yes,No,3.5 /5,19,Seshadripuram,Casual Dining,"Seafood, Mangalorean, Chinese",500,Dine-out
No,Yes,3.7 /5,113,Seshadripuram,Casual Dining,"North Indian, Chinese, Continental","1,000",Dine-out
Yes,No,3.2 /5,9,Malleshwaram,"Beverage Shop, Cafe","Cafe, Tea, North Indian",500,Dine-out
No,No,4.2 /5,62,Malleshwaram,Quick Bites,Street Food,200,Dine-out
Yes,No,4.1 /5,56,Malleshwaram,Quick Bites,South Indian,100,Dine-out
Yes,No,3.9 /5,72,Malleshwaram,Cafe,"Cafe, Continental, Steak, Italian",500,Dine-out
Yes,No,3.9 /5,252,Malleshwaram,Cafe,"Cafe, Italian",400,Dine-out
Yes,No,3.0 /5,81,Malleshwaram,Quick Bites,North Indian,750,Dine-out
No,No,4.0 /5,52,Malleshwaram,Quick Bites,"Fast Food, Pizza, Sandwich",250,Dine-out
No,No,3.8 /5,34,Seshadripuram,Casual Dining,"Chinese, North Indian, South Indian",600,Dine-out
No,No,3.6 /5,101,Vijay Nagar,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out
Yes,No,2.9 /5,57,Malleshwaram,Quick Bites,"Pizza, Italian",600,Dine-out
Yes,No,3.4 /5,10,Vijay Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages",300,Dine-out
No,No,3.7 /5,49,Magadi Road,Quick Bites,Biryani,300,Dine-out
Yes,No,3.9 /5,115,Malleshwaram,Quick Bites,"Street Food, Fast Food",200,Dine-out
Yes,No,3.6 /5,70,Seshadripuram,Casual Dining,"North Indian, Mughlai, Chinese, Continental",800,Dine-out
No,No,3.5 /5,7,Malleshwaram,Quick Bites,South Indian,200,Dine-out
No,No,2.9 /5,57,Malleshwaram,Quick Bites,North Indian,300,Dine-out
Yes,No,3.7 /5,89,Malleshwaram,Food Court,"North Indian, Chinese, Fast Food, Street Food",500,Dine-out
Yes,No,3.9 /5,87,Seshadripuram,Quick Bites,"Fast Food, Rolls",200,Dine-out
Yes,No,3.8 /5,59,Malleshwaram,Quick Bites,"Andhra, Biryani",300,Dine-out
No,No,NEW,0,Malleshwaram,Quick Bites,South Indian,200,Dine-out
Yes,No,3.7 /5,98,Malleshwaram,Casual Dining,"North Indian, Mughlai, Chinese, Beverages",550,Dine-out
No,No,,0,Malleshwaram,Quick Bites,"Biryani, Fast Food",200,Dine-out
No,No,3.4 /5,9,Malleshwaram,Quick Bites,South Indian,300,Dine-out
No,No,3.3 /5,6,Magadi Road,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out
Yes,No,3.6 /5,15,Magadi Road,Quick Bites,"Fast Food, Bakery",300,Dine-out
No,No,,0,Malleshwaram,Quick Bites,"Biryani, Kebab",150,Dine-out
Yes,No,4.2 /5,470,Malleshwaram,Food Court,South Indian,300,Dine-out
No,No,3.7 /5,24,Majestic,Casual Dining,"North Indian, South Indian, Chinese",500,Dine-out
No,No,3.9 /5,47,Malleshwaram,Quick Bites,Lebanese,300,Dine-out
No,No,3.7 /5,28,Seshadripuram,Casual Dining,"North Indian, Asian, Continental","1,000",Dine-out
Yes,No,4.0 /5,58,Malleshwaram,Food Court,"North Indian, Street Food, Pizza, Burger, Sandwich",300,Dine-out
Yes,No,3.4 /5,37,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani, Seafood, Fast Food, Beverages",500,Dine-out
No,No,2.9 /5,11,Majestic,Quick Bites,"North Indian, Chinese, South Indian",400,Dine-out
No,No,3.7 /5,55,Majestic,Casual Dining,"North Indian, Continental","1,400",Dine-out
No,No,3.6 /5,14,Vijay Nagar,Quick Bites,"South Indian, Chinese",400,Dine-out
No,No,,0,Vijay Nagar,Quick Bites,South Indian,100,Dine-out
Yes,No,3.7 /5,30,Malleshwaram,Quick Bites,South Indian,300,Dine-out
No,No,3.9 /5,46,Vijay Nagar,Quick Bites,South Indian,100,Dine-out
No,No,3.7 /5,21,Malleshwaram,Quick Bites,Biryani,300,Dine-out
Yes,No,3.2 /5,37,Magadi Road,Quick Bites,"Hyderabadi, Biryani",200,Dine-out
No,No,3.2 /5,15,Magadi Road,Casual Dining,"North Indian, South Indian",800,Dine-out
No,No,3.0 /5,21,Seshadripuram,Casual Dining,"Chinese, North Indian, Continental",700,Dine-out
No,No,2.9 /5,35,Seshadripuram,"Casual Dining, Bar","North Indian, Mughlai, Chinese",800,Dine-out
No,No,3.5 /5,7,Malleshwaram,Cafe,Cafe,"1,000",Dine-out
No,No,3.4 /5,10,Seshadripuram,Pub,Finger Food,900,Dine-out
No,No,3.2 /5,5,Magadi Road,Quick Bites,"South Indian, North Indian, Chinese",250,Dine-out
No,No,,0,Seshadripuram,Cafe,Cafe,600,Dine-out
No,No,,0,Vijay Nagar,Quick Bites,Biryani,300,Dine-out
No,No,3.3 /5,4,Malleshwaram,Casual Dining,"Continental, North Indian","1,500",Dine-out
No,No,,0,Malleshwaram,Quick Bites,South Indian,100,Dine-out
Yes,No,4.1 /5,166,Malleshwaram,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",400,Dine-out
No,No,3.7 /5,20,Vijay Nagar,Quick Bites,"South Indian, Chinese, North Indian",500,Dine-out
Yes,No,3.8 /5,13,Malleshwaram,Quick Bites,Mangalorean,400,Dine-out
No,No,3.7 /5,33,Seshadripuram,Casual Dining,"North Indian, Chinese, Hyderabadi",650,Dine-out
No,No,,0,Malleshwaram,Cafe,Cafe,300,Dine-out
No,No,,0,Seshadripuram,Mess,Andhra,200,Dine-out
No,No,3.6 /5,14,Majestic,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,No,3.3 /5,6,Malleshwaram,Casual Dining,"North Indian, Chinese, Thai, Italian, South Indian",700,Dine-out
No,No,3.3 /5,13,Malleshwaram,Mess,South Indian,200,Dine-out
Yes,No,3.7 /5,100,Malleshwaram,Quick Bites,"North Indian, Chinese",400,Dine-out
Yes,No,3.2 /5,9,Malleshwaram,Food Court,North Indian,500,Dine-out
Yes,No,2.9 /5,23,Malleshwaram,Food Court,Chinese,300,Dine-out
No,No,3.3 /5,47,Magadi Road,Quick Bites,"Fast Food, Beverages",300,Dine-out
Yes,No,,0,Rajajinagar,Quick Bites,"Fast Food, Beverages, Desserts",300,Dine-out
No,No,3.3 /5,8,Seshadripuram,Lounge,"North Indian, Chinese, Continental","1,000",Dine-out
No,No,3.3 /5,6,Majestic,Casual Dining,"North Indian, South Indian, Chinese",600,Dine-out
No,No,3.2 /5,11,Majestic,Casual Dining,"North Indian, Chinese, Andhra",450,Dine-out
No,No,3.6 /5,27,Seshadripuram,Bar,"Finger Food, North Indian, Chinese","1,000",Dine-out
Yes,No,2.4 /5,71,Malleshwaram,"Quick Bites, Food Court","Healthy Food, Salad, Fast Food",500,Dine-out
No,No,3.4 /5,5,Malleshwaram,"Food Court, Quick Bites","Pizza, Fast Food",400,Dine-out
No,No,3.5 /5,11,Malleshwaram,Quick Bites,Fast Food,250,Dine-out
No,No,,0,Majestic,Quick Bites,"North Indian, South Indian, Chinese",350,Dine-out
No,No,,0,Majestic,Quick Bites,"South Indian, Chinese",300,Dine-out
No,No,,0,Magadi Road,Quick Bites,"South Indian, Biryani",350,Dine-out
No,No,,0,Vijay Nagar,"Quick Bites, Beverage Shop","Fast Food, Beverages",400,Dine-out
No,No,2.9 /5,16,Majestic,Quick Bites,"North Indian, South Indian, Chinese",300,Dine-out
Yes,No,3.2 /5,4,Malleshwaram,Quick Bites,"Chinese, Street Food, Rolls",250,Dine-out
Yes,No,3.2 /5,4,Vijay Nagar,Quick Bites,"Fast Food, North Indian, South Indian, Chinese",600,Dine-out
Yes,No,3.9 /5,185,Magadi Road,Quick Bites,"North Indian, Mughlai, Chinese, Rolls",450,Dine-out
No,No,3.1 /5,49,Malleshwaram,Food Court,"South Indian, Mangalorean, Kerala",800,Dine-out
No,No,3.6 /5,101,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",200,Dine-out
No,No,2.8 /5,26,Malleshwaram,Quick Bites,"Fast Food, Biryani, Rolls",350,Dine-out
No,No,3.5 /5,13,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Yes,No,2.7 /5,72,Malleshwaram,Food Court,"North Indian, Lebanese, Rolls",550,Dine-out
No,No,3.4 /5,11,Majestic,Quick Bites,"North Indian, South Indian",300,Dine-out
No,No,3.1 /5,12,Majestic,Quick Bites,"North Indian, South Indian, Chinese, Street Food",300,Dine-out
No,No,,0,Magadi Road,Quick Bites,Fast Food,200,Dine-out
No,No,,0,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",450,Dine-out
No,No,,0,Malleshwaram,Quick Bites,South Indian,200,Dine-out
No,No,,0,Malleshwaram,Quick Bites,"South Indian, Biryani",250,Dine-out
No,No,,0,,,,,Dine-out
No,No,,0,Magadi Road,Quick Bites,South Indian,250,Dine-out
No,No,,0,Magadi Road,Quick Bites,South Indian,250,Dine-out
No,No,,0,Magadi Road,Quick Bites,South Indian,100,Dine-out
No,No,,0,Malleshwaram,Quick Bites,North Indian,200,Dine-out
Yes,No,3.3 /5,5,Magadi Road,Quick Bites,"Biryani, Kebab",300,Dine-out
Yes,No,,0,Magadi Road,Quick Bites,"North Indian, South Indian",250,Dine-out
No,No,3.4 /5,7,Vijay Nagar,Quick Bites,"Fast Food, Chinese",,Dine-out
Yes,No,3.4 /5,7,Magadi Road,Quick Bites,South Indian,300,Dine-out
No,No,3.1 /5,6,Vijay Nagar,Quick Bites,Biryani,250,Dine-out
No,No,3.5 /5,7,Malleshwaram,Quick Bites,"South Indian, Chinese, Seafood",200,Dine-out
No,No,3.6 /5,20,Malleshwaram,Quick Bites,South Indian,150,Dine-out
No,No,,0,Seshadripuram,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
No,No,3.4 /5,7,Vijay Nagar,Quick Bites,South Indian,80,Dine-out
No,No,3.0 /5,6,Majestic,Quick Bites,"South Indian, North Indian",150,Dine-out
No,No,2.8 /5,28,Majestic,Quick Bites,"Biryani, Chinese, North Indian",300,Dine-out
No,No,3.5 /5,14,Malleshwaram,Quick Bites,Street Food,150,Dine-out
No,No,,0,Majestic,Quick Bites,South Indian,200,Dine-out
No,No,2.6 /5,30,Malleshwaram,Quick Bites,"Healthy Food, Beverages, Fast Food",500,Dine-out
No,No,,0,Vijay Nagar,Quick Bites,"South Indian, North Indian",150,Dine-out
No,No,,0,Seshadripuram,Quick Bites,"North Indian, Chinese, Biryani",350,Dine-out
No,No,3.2 /5,5,Peenya,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,NEW,0,Vijay Nagar,Quick Bites,"South Indian, Chinese, North Indian, Juices",250,Dine-out
No,No,3.3 /5,9,Magadi Road,Quick Bites,Biryani,200,Dine-out
No,No,,0,Malleshwaram,Quick Bites,"Pizza, Fast Food",250,Dine-out
No,No,,0,Majestic,Quick Bites,North Indian,300,Dine-out
No,No,3.3 /5,12,Vijay Nagar,Casual Dining,"North Indian, South Indian, Chinese",800,Dine-out
No,No,3.1 /5,8,Malleshwaram,Quick Bites,"Biryani, North Indian",500,Dine-out
No,No,2.7 /5,43,Malleshwaram,Beverage Shop,Juices,150,Dine-out
No,No,3.3 /5,20,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani",400,Dine-out
Yes,No,3.3 /5,4,Magadi Road,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Dine-out
Yes,No,3.9 /5,291,Malleshwaram,"Quick Bites, Bakery","South Indian, North Indian, Chinese, Bakery, Desserts",300,Dine-out
Yes,No,2.7 /5,24,Malleshwaram,"Food Court, Quick Bites","Fast Food, Rolls",400,Dine-out
No,No,2.7 /5,21,Malleshwaram,Quick Bites,Fast Food,300,Dine-out
Yes,No,2.7 /5,25,Malleshwaram,Food Court,"North Indian, South Indian, Chinese, Biryani",700,Dine-out
No,No,3.4 /5,11,Seshadripuram,"Bar, Casual Dining","North Indian, South Indian",800,Dine-out
No,No,3.0 /5,10,Seshadripuram,Quick Bites,Biryani,200,Dine-out
No,No,2.8 /5,270,Malleshwaram,Food Court,Pizza,500,Dine-out
No,Yes,3.9 /5,96,Basaveshwara Nagar,"Pub, Casual Dining","Arabian, Chinese, Continental, North Indian, Finger Food","1,200",Drinks & nightlife
No,Yes,4.3 /5,1103,Rajajinagar,"Bar, Casual Dining","Finger Food, Continental, North Indian, Italian, Japanese","1,650",Drinks & nightlife
No,No,3.2 /5,97,Rajajinagar,"Casual Dining, Lounge","North Indian, South Indian, Chinese","1,000",Drinks & nightlife
No,No,3.6 /5,23,Basaveshwara Nagar,"Casual Dining, Bar","Continental, Chinese, North Indian, Finger Food","1,200",Drinks & nightlife
No,Yes,4.1 /5,4781,Malleshwaram,"Lounge, Casual Dining","Japanese, Thai, Chinese, Korean","2,600",Drinks & nightlife
No,No,4.3 /5,2324,Malleshwaram,Microbrewery,"German, European, Pizza, American, North Indian, Chinese","1,800",Drinks & nightlife
Yes,No,4.2 /5,1734,Malleshwaram,Pub,"Chinese, Continental, North Indian","1,400",Drinks & nightlife
No,No,4.0 /5,777,Malleshwaram,Lounge,"Italian, American, North Indian","1,400",Drinks & nightlife
Yes,Yes,4.2 /5,471,Malleshwaram,"Casual Dining, Bar","North Indian, Mangalorean, Seafood","1,200",Drinks & nightlife
No,No,4.1 /5,742,Malleshwaram,Pub,"Finger Food, North Indian, Italian","1,500",Drinks & nightlife
No,Yes,4.1 /5,405,Malleshwaram,Lounge,"Continental, North Indian","1,500",Drinks & nightlife
Yes,Yes,4.1 /5,664,Malleshwaram,"Bar, Casual Dining","Finger Food, Continental, Chinese","1,100",Drinks & nightlife
No,Yes,3.7 /5,96,Malleshwaram,Bar,"Finger Food, Chinese, North Indian","1,100",Drinks & nightlife
